HS부호,적용시작일자,적용종료일자,한글품목명,영문품목명,성질통합분류코드명,이름,설명,사유,HS_4자리,HS_6자리,description_4자리,category_4자리,description_6자리,category_6자리,사용자_상품명,사용자_상품설명
2005591000,20130101,20251231,녹두,Of small green beans,(채소류가공품),"Mung bean, roasted; roasted mung beans; RP.CHNA","열처리로 인하여 육질 내부가 황갈색으로 변색되어 있고, 생전분입자가 파괴된 낟알상의 볶은녹두
- 용도 : 식용","o 관세율표 제2005호에는 ""조제하거나 보존처리한 그 밖의 채소(식초나 초산으로 처리한 것은 제외하고, 냉동하지 않은 것으로 한정하며, 제2006호의 물품은 제외한다)""가 분류되며,

- 관세율표 해설서 제20류 총설 (6)항에서"" 제7류, 제8류 또는 제11류 또는 이 표의 다른 곳에 규정되어 있지 않는 기타의 가공방법으로 조제나 저장처리한 채소·과실·견과류 및 기타 식용에 적합한 식물의 부분""을 이류에 분류하도록 규정하고 있음

o 본 품은 열처리로 인하여 생전분입자가 파괴 볶은 낟알상의 녹두로 ""조제하거나 보존처리한 그 밖의 채소""에 해당하므로 관세율표의 해석에 관한 통칙 제1호 및 제6호 규정에 따라 제2005.59-1000호에 분류함",2005,200559,"Vegetables preparations n.e.c.; prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading no. 2006","vegetables, preparations","Vegetable preparations; beans, (not shelled), prepared or preserved otherwise than by vinegar or acetic acid, not frozen","preparations, vegetable",녹두,"(채소류가공품) 대분류: Vegetables preparations n.e.c.; prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading no. 2006, 중분류: Vegetable preparations; beans, (not shelled), prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
2009710000,20220101,20251231,브릭스(Brix) 값이 20 이하인 것,Of a Brix value not exceeding 20,(과실주스),Apple juice; Bliss Apple; UZBEK,"사과 농축주스에 물을 첨가하여 만든 미황색계 투명한 액상의 재구성한 사과주스를 지제팩에 소매포장한 것(브릭스 값이 20을 초과하지 않음, 내용량 : 1L)
- 용도 : 식용(식품유형 : 과채주스)


※품목분류는 수출입신고 당시의 물품 상태에 따라 변경될 수 있음","ㅇ 관세율표 제2009호에는 “과실주스(포도즙을 포함한다)와 채소주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 조정을 함유하지 않은 것으로 한정한다)”가 분류되며, 소호 제2009.7호에 “사과주스”를 세분류하고 있음
- 같은 호 해설서에는 “이 호의 채소주스와 과실주스는 보통 신선하고 알차고 완숙한 과실과 채소를 압착하여 얻는다. 재구성한 주스(정상적 조성의 유사한 비농축 주스에 함유되어 있는 수분 함량을 초과하지 않을 겅도로 농축주스에 물을 타서 얻어진 물품)도 이 호에 해당한다.”라고 설명하고 있음

ㅇ 참고로 「식품의 기준 및 규격(식약처고시 제2019-81호, ‘19.9.23.)」에서 식품유형 중 과·채주스란 “과일 또는 채소를 압착, 분쇄, 착즙 등 물리적으로 가공하여 얻은 과·채즙(농축과·채즙, 과·채즙 또는 과일분, 채소분, 과·채분을 환원한 과·채즙, 과·채퓨레·페이스트 포함) 또는 이에 식품 또는 식품첨가물을 가한 것(과채즙 95% 이상)을 말한다.”라고 규정하고 있음

ㅇ 따라서, 본 물품은 브릭스(brix)값이 20을 초과하지 않은 재구성한 사과주스이므로 관세율표 해석에 관한 통칙 제1호 및 제6호에 따라 제2009.71-0000호에 분류함",2009,200971,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter","nut, sweetening, vegetable, nuts, matter, sugar, plants, water, fruit, vegetables, grape, spirit, juices, preparations","Juice; apple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter",juice,브릭스(Brix) 값이 20 이하인 것,"(과실주스) 대분류: Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter, 중분류: Juice; apple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
2101209011,20080101,20251231,티백 포장의 것,Of packing with tea bag,(기타 차류),Green tea preparation ; GREEN TEA WITH ROASTED RICE AND MATCHA TEA BAG; JAPAN,"ㅇ분쇄한 녹차 30%, 볶은 쌀 65%, 말차 5%를 혼합하여 티백에 넣어 수지제 팩에 포장 후 지제박스로 소매포장(티백 당 2.3g)
ㅇ용도 : 물에 침출하여 음용","ㅇ관세율표 제2101호에는 ""커피·차·마태를 기본 재료로 한 조제품""이 분류되며,

- 같은 호 해설서 제(4)항에는 ""커피·차 또는 마태를 기본 재료로 한 조제품""을 이 호에 분류한다고 설명하고 있음

ㅇ따라서, 본 물품은 녹차, 볶은 쌀, 말차를 혼합하여 티백에 포장한 차 조제품이므로 관세율표의 해석에 관한 통칙 제1호 및 제6호의 규정에 의하여 제2101.20-9011호에 분류함",2101,210120,"Extracts, essences, concentrates of coffee, tea or mate; preparations with a basis of these products or with a basis of coffee, tea or mate; roasted chicory and other roasted coffee substitutes and extracts, essences and concentrates thereof","extracts, concentrates, coffee, tea, mate","Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate","concentrates, extracts, essences",티백 포장의 것,"(기타 차류) 대분류: Extracts, essences, concentrates of coffee, tea or mate; preparations with a basis of these products or with a basis of coffee, tea or mate; roasted chicory and other roasted coffee substitutes and extracts, essences and concentrates thereof, 중분류: Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate"
2106909040,20130101,20251231,자기소화효모(autolyzed yeast)와 그 밖의 효모 추출물(extract),Autolyzed yeast and other yeast extracts,(기타 조제식료품),Autolyzed Yeast Extract; 효모추출물; R.KOREA,"자기소화효모(89.6%)에 5'-리보류클레오티드이나트륨, L-글루타민산나트륨을 첨가하여 용해시킨 것을 분무 건조한 미황색 분말상의 것
- 용도 : 가공식품에 첨가
※ 품목분류는 수출입당시 물품상태에 따라 변경될 수 있습니다.","ㅇ 관세율표 제2106호에는 “따로 분류되지 않은 조제 식료품”을 분류하며, 제2106.90-9040호에는 ‘자기소화효모(autolyzed yeast)와 그 밖의 효모 추출물(extract)’을 세분류하고 있음
- 같은 호 HS해설서에 “(11)자기소화효모 및 기타 효모엑스: 이는 효모의 가수분해에 의해서 얻어진 물품이다. 이들 물품은 발효를 일으키지 못하며 고단백질가를 가지고 있다. 이들은 식품공업에 주로 사용된다(예: 특정 조미료의 조제용)”라고 설명하고 있음

ㅇ 본 품은 상기 성분으로 혼합 조제된 것으로 관세율표의 해석에 관한 통칙 제1호 및 제6호의 규정에 따라 제2106.90-9040호에 분류함",2106,210690,Food preparations not elsewhere specified or included,"food, preparations",Food preparations; n.e.c. in item no. 2106.10,"food, preparations",자기소화효모(autolyzed yeast)와 그 밖의 효모 추출물(extract),"(기타 조제식료품) 대분류: Food preparations not elsewhere specified or included, 중분류: Food preparations; n.e.c. in item no. 2106.10"
2303100000,20130101,20251231,전분박과 이와 유사한 박(residue)류,Residues of starch manufacture and similar residues,(농산물 부산물),Residues of inulin manafacture; Chicory pulp; NETHERL,"- 치커리(Chicory) 뿌리에서 이눌린을 제조하고 남은 부산물을 건조, 분쇄한 회갈색계 거친 파쇄상 분말
- 용도 : 사료용","ㅇ 관세율표 제2303호에는 ""전분박과 이와 유사한 박(residue)류""가 분류되며,

ㅇ 같은 호 해설서 (A)에서 ""전분박과 이와 유사한 박류(옥수수·쌀·감자 등에서)는, 펠릿 또는 분상으로 제시되는 것이 보통이나 경우에 따라서는 케이크상으로 제시되기도 하는 섬유소와 단백질 물질로 주로 구성되어 있다. 이는 동물사료 또는 비료로 사용된다.""라고 설명하고 있음

ㅇ 따라서, 본 품은 치커리 뿌리로부터 전분과 유사한 이눌린을 추출하는 과정에서 발생한 박류(부산물)로서 전분박과 유사한 박류에 해당하므로 관세율표 해석에 관한 통칙 제1호 및 제6호의 규정에 따라 제2303.10-0000호에 분류함.",2303,230310,"Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets","residues, starch, manufacture, similar",Residues of starch manufacture and similar residues; whether or not in the form of pellets,"residues, starch, manufacture, similar",전분박과 이와 유사한 박(residue)류,"(농산물 부산물) 대분류: Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets, 중분류: Residues of starch manufacture and similar residues; whether or not in the form of pellets"
2306200000,20130101,20251231,아마씨에서 나온 것,Of linseed,(농산물 부산물),Solid residues of flax seed; FLAXSEED MEAL; CANADA,"아마씨를 저온압착(Cold press)하여 지방을 일부 추출하고 남은 부산물을 건조하여 거칠게 분쇄한 황갈색계 분말
- 용도 : 사료용
ㅇ 시료사진

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음","o 관세율표 제2306호에는 “오일 케이크와 그 밖의 고체 형태인 유박[잘게 부순 것인지 또는 펠릿(pellet) 모양인지에 상관없으며 제2304호나 제2305호의 것은 제외한 식물성 지방이나 기름을 추출할 때 생기는 것으로 한정한다]”을 분류하며, 제2306.20-0000호에 “아마씨에서 나온 것”을 세분류 하고 있음
- 같은 호 HS해설서에서 “이 호에는 용제(solvents)나 압착이나 회전식 추출기에 의해 채유(採油)에 적합한 종자, 과실과 곡물의 씨눈(germ)으로부터 기름을 추출 후 남은 오일 케이크(oil-cake)와 그 밖의 고체 형태의 유박(solid residue)을 포함한다.”라고 설명하고 있으며, 추출 후 남은 지방함유량에 설명하고 있지 않음
- 참고적으로, 제23류의 총설에서 “이 류에는 식품공업에 사용하는 식물성 재료에서 유도된 여러 잔유물과 웨이스트(waste), 동물계의 특정 생산품을 분류한다. 이들 대부분의 생산품의 주 용도는 한 가지나 그 밖의 물품을 혼합하여 동물용 사료로 사용하며, 이들 중 어떤 물품은 비록 식용에 적합하도록 되어 있을지라도 이 호에 분류한다.”라고 설명하고 있음
o 따라서, 본 물품은 아마씨에서 지방을 일부 추출한 후 남은 유박에 해당하므로 관세율표의 해석에 관한 통칙 제1호 및 제6호의 규정에 따라 제2306.20-0000호에 분류함",2306,230620,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable or microbial fats or oils, other than those of heading no. 2304 or 2305","residues, cake, industries, wastes, oil, food, solid","Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of linseed oils","residues, oil, cake, solid",아마씨에서 나온 것,"(농산물 부산물) 대분류: Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable or microbial fats or oils, other than those of heading no. 2304 or 2305, 중분류: Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of linseed oils"
2309102000,20090101,20251231,고양이 사료,Cat food,(사료),"Dog or cat food, put up for retail sale; DR.MERCOLA Complete probiotics for cats & dogs","Microcrystalline cellulose, Silicon dioxide, Bifidobacterium animalis, Enterococcus faecium, Saccaromyces boulardii, Lactobacillus acidophilus 등으로 조제된 유백색 분말을 플라스틱 용기에 소매포장한 것(내용량: 90g)

- 용도: 개, 고양이용 사료

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음.","ㅇ 관세율표 제2309호에는 “사료용 조제품”이 분류되며, 소호 제2309.10호에 “개나 고양이용 사료(소매용으로 한정한다)”를 세분류하고 있음

ㅇ 따라서, 본 물품은 상기의 물품설명과 같이 조제하여 소매포장한 개·고양이용 사료이므로 관세율표의 해석에 관한 통칙 제1호, 제3호 다목 및 제6호에 따라 제2309.10-2000호에 분류함",2309,230910,Preparations of a kind used in animal feeding,"feeding, kind, preparations, animal","Dog or cat food; put up for retail sale, used in animal feeding","food, dog, cat",고양이 사료,"(사료) 대분류: Preparations of a kind used in animal feeding, 중분류: Dog or cat food; put up for retail sale, used in animal feeding"
2501009010,20020101,20251231,식염,Edible salt,(비(非)금속광물),Edible salt; TRUFFLE SALT,"Natural Salt 99.3%, Artificial Flavoring 0.5%, Dried White Truffle 0.2%를 혼합한 것으로 그라인더가 부착된 원형 유기용기에 소매포장 한 것(내용량 80g)
- 용도 : 식용소금","o 관세율표 제2501호에는 “소금(식탁염과 변성염을 포함한다), 순염화나트륨[수용액(水溶液)인지 또는 고결(固結)방지제나 유동제를 첨가한 것인지에 상관없다]과 바닷물”이 분류되며, 제2501.00-9010호에 “식염”을 세분류하고 있음
- 같은 호 관세율표 해설서에서 “이 호에는 보통 소금으로 알려져 있는 염화나트륨이 관련된다. 소금은 음식을 조리하는데(요리용 염·식탁염) 사용하거나 또한 많은 다른 목적으로 사용한다.”라고 설명함

o 따라서, 본 물품은 Natural Salt 99.3%, Artificial Flavoring 0.5%, Dried White Truffle 0.2%를 혼합한 것으로 모든 요리에 사용가능한 식염에 해당하는 물품이므로 관세율표의 해석에 관한 통칙 제1호에 따라 제2501.00-9010호에 분류함",2501,250100,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,"salt, table",Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,"salt, table",식염,"(비(非)금속광물) 대분류: Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water, 중분류: Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water"
2510201000,20130101,20251231,천연 인산칼슘,Natural calcium phosphates,(비(非)금속광물),Natural calcium phosphate; Calcium-Rich and Phosphate-Rich Pellet; PR.CHNA,"ㅇ 입도의 크기가 다양하게 분포되어 있는 입상으로 일부분말이 혼재된 천연인광석
- 철, 티탄, 인이 함유된 원석 채취 → 1차분쇄 → 2차분쇄(자성 이용 철 분리) → 3차분쇄(자성이용 티탄 분리) → 부유선관을 통한 인 성분 채취 → 피더에서 정광을 철제원반이 회전하면서 원심력에 의해 펠렛트모양(5mm이상)으로 만들고 건조기에서 건조
- 용도 : 비료 제조용 원료","ㅇ 관세율표 제2510호에는 “천연 인산칼슘·천연 인산알루미늄칼슘·인산염을 함유한 초크”가 분류되고
ㅇ 관세율표 제25류 류주 제1호에는 ""문맥상 달리 해석되지 않거나 이 류의 주 제4호에서 따로 규정되지 않는 한 가공하지 않은 것, 세척한 것(물품의 구조의 변화 없이 불순물을 제거하기 위하여 화학물질로 세척하는 것을 포함한다), 부순 것, 잘게 부순 것, 가루 모양인 것, 체로 친 것, 부유선광(浮遊選鑛)·자기선광(磁氣選鑛) 등 기계적 방법이나 물리적 방법에 따라 선광(選鑛)한 것[결정법(結晶法)으로 선광(選鑛)한 것은 제외한다]만 분류하며, 배소(焙燒)한 것·하소(?燒)한 것·혼합한 것과 각 호에서 규정한 처리방법 외의 방법으로 가공한 것은 제외한다. 이 류의 생산품에는 항분제(抗粉劑)를 첨가한 것도 포함되나, 그 첨가로 해당 물품이 일반적 용도가 아니라 특정한 용도에 특별히 더 적합하게 되는 것은 제외한다.""라고 규정하고 있음
ㅇ 본품은 입도의 크기가 다양하게 분포되어 있는 입상에 일부 분말이 혼재된 천연 인광석(인산칼슘)으로 특정 모양이 있지만 이는 단지 항분을 위한 것으로 분쇄한 인광석에 주요특성이 있음
ㅇ 따라서 관세율표 해석에 관한 통칙 제1호 및 제6호의 규정에 의거 제2510.20-1000호에 분류함",2510,251020,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,"calcium, phosphates, natural","Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk; ground","phosphates, chalk, calcium, aluminium, phosphatic, natural",천연 인산칼슘,"(비(非)금속광물) 대분류: Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk, 중분류: Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk; ground"
2530909091,20020101,20251231,천연탄산칼슘,Natural calcium carbonate,(비(非)금속광물),Natural calcium carbonate; calcite powder,"○ 탄산칼슘으로 주로 이루어진 방해석(Calcite)을 파쇄한 백색계 반투명한 불규칙 입상과 가루의 혼재물

- 용도 : 정원, 어항 등 장식용
※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음.","○ 관세율표 제2530호에는 “따로 분류되지 않은 광물”이 분류되며, 제2530.90-9091호에는 “천연탄산칼슘”을 세분류하고 있음
- 같은 호 HS해설서에서 “(D) 따로 분류하지 않은 광물과 도자(陶瓷)제품의 파편”에 분류되는 물품으로 “(5) 천청석(天靑石)(celestite : 천연의 황산 스트론튬) ; 방해석(Iceland spar)(또는 calcite) …(이하 생략)…”을 예시하고 있음

○ 관세율표 제25류 주 제1호에서 “문맥상 달리 해석되지 않거나 이 류의 주 제4호에서 따로 규정되지 않는 한 가공하지 않은 것, 세척한 것(물품의 구조의 변화 없이 불순물을 제거하기 위하여 화학물질로 세척하는 것을 포함한다), 부순 것, 잘게 부순 것, 가루 모양인 것, 체로 친 것, 부유선광(浮遊選鑛)ㆍ자기선광(磁氣選鑛) 등 기계적 방법이나 물리적 방법에 따라 선광(選鑛)한 것[결정법(結晶法)으로 선광(選鑛)한 것은 제외한다]만 분류하며, 배소(焙燒)한 것ㆍ하소(煆燒)한 것ㆍ혼합한 것과 각 호에서 규정한 처리방법 외의 방법으로 가공한 것은 제외한다.”라고 규정하고 있음

○ 따라서, 본 물품은 탄산칼슘으로 주로 이루어진 천연 광물인 방해석을 파쇄한 것이므로 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제2530.90-9091호에 분류함",2530,253090,Mineral substances not elsewhere specified or included,"substances, mineral",Mineral substances; n.e.c. in chapter 25,"substances, mineral",천연탄산칼슘,"(비(非)금속광물) 대분류: Mineral substances not elsewhere specified or included, 중분류: Mineral substances; n.e.c. in chapter 25"
2710194030,20130101,20251231,벙커시유,Bunker C,(중유),Bunker C; SRFO (Straight Run Feul Oil),"ㅇ흑색계 점조액상의 벙커씨유(Bunker C)[인화점(℃)94, 동점도 (50℃,m2/s) 223.8, 물과 침전물(부피%) 0.5, 황분(무게%) 3.57]

- 「석유 및 석유대체연료사업법」의 품질기준의 C중유의 품질기준에 부합한 물품임

- 용도 : 석유제품 생산용


※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음","ㅇ 제2710호에 “석유와 역청유(瀝靑油)(원유는 제외한다), 따로 분류되지 않은 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것으로서 조제품의 기초 성분이 석유나 역청유(瀝靑油)인 것으로 한정한다], 웨이스트 오일(waste oil)”이 분류됨

- 같은 호 해설서에 “(A) ‘톱트 크루드(topped crudes)’(특정 경질 휘발분이 증류에 의하여 제거된 것) : 석유나 역청유(瀝靑油)의 원유를 증류하거나 정제함으로써 다소 범위가 넓은 증류에서 얻어진 경유ㆍ중간유ㆍ중유도 포함한다. 이 기름(oils)은 주로 비방향족(non-aromatic) 탄화수소(hydrocarbons)[예: 파라피닉(paraffinic)ㆍ싸이클라닉(cyclanic : naphthenic)]로 구성되어 있으며 대체적으로 반고체이거나 액체로 된 것도 있다...생략..(5) 중유(fuel oils)를 포함한다”라고 설명하고 있음

ㅇ 또한, 본 물품은 “석유 및 석유대체연료사업법”의 품질기준의 C중유의 품질기준에 부합한 물품임

ㅇ 따라서, 본 물품은 흑색계 점조액상의 벙커C유이므로 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제2710.19-4030호에 분류함",2710,271019,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils","minerals, oils, petroleum, bituminous","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations","minerals, petroleum, biodiesel, waste, bituminous, oils",벙커시유,"(중유) 대분류: Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils, 중분류: Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations"
